time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461550000	-24.5002	-6.48032	4.8347	2.28432	-0.568424	radar	3.49227	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.6011	-6.33559	4.74382	2.25589	-0.571503	lidar	5.38602	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.7419	-6.14586	4.74176	2.22438	-0.574893	radar	0.316168	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.923	-5.94463	4.78902	2.20227	-0.56623	lidar	2.6462	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0536	-5.7402	4.79317	2.17139	-0.565755	radar	1.86137	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1869	-5.56689	4.7656	2.15049	-0.558932	lidar	0.354385	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3399	-5.38154	4.77401	2.14362	-0.521758	radar	1.31744	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4827	-5.15964	4.80907	2.11692	-0.521223	lidar	0.60847	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.6146	-4.98118	4.7897	2.11293	-0.480612	radar	6.41529	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7291	-4.80611	4.74856	2.09465	-0.475843	lidar	0.583224	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.85	-4.60058	4.75244	2.07656	-0.463748	radar	0.235162	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.961	-4.36038	4.78816	2.0458	-0.470734	lidar	0.525244	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0703	-4.13997	4.79017	2.00313	-0.518478	radar	11.0499	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1602	-3.86085	4.85868	1.96204	-0.532618	lidar	2.07816	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2343	-3.62452	4.85882	1.91169	-0.582757	radar	3.56044	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2632	-3.35798	4.87536	1.86028	-0.605492	lidar	4.4432	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3127	-3.11444	4.87795	1.81483	-0.633891	radar	0.544198	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3377	-2.87707	4.86223	1.77342	-0.644485	lidar	1.40861	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.3958	-2.65004	4.85259	1.75063	-0.629867	radar	1.38945	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4731	-2.48902	4.76682	1.74222	-0.60949	lidar	5.76534	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5283	-2.25377	4.77288	1.72521	-0.583963	radar	0.981246	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5786	-2.05446	4.73015	1.70593	-0.575385	lidar	1.256	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.6095	-1.81762	4.73232	1.68607	-0.553203	radar	1.9912	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.6072	-1.57031	4.74028	1.64822	-0.563427	lidar	1.12138	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6045	-1.33876	4.73094	1.60631	-0.590322	radar	1.69737	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6079	-1.11184	4.71767	1.57694	-0.59062	lidar	0.0589747	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.6371	-0.885726	4.71005	1.56167	-0.57217	radar	5.16239	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6479	-0.637716	4.73058	1.53827	-0.566107	lidar	0.50774	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6353	-0.396288	4.74167	1.50054	-0.589041	radar	2.24227	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5897	-0.108655	4.81019	1.46057	-0.597657	lidar	2.60968	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5703	0.130065	4.81332	1.43131	-0.601959	radar	2.75495	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5468	0.416419	4.88154	1.40596	-0.594797	lidar	1.75864	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5344	0.653937	4.87217	1.39674	-0.559306	radar	1.77916	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5268	0.932203	4.92558	1.38308	-0.542911	lidar	3.12225	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.489	1.18832	4.93627	1.37565	-0.498003	radar	7.22003	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.4319	1.42796	4.93436	1.34848	-0.500376	lidar	0.0605354	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3932	1.64852	4.901	1.33637	-0.476523	radar	8.32437	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3378	1.86421	4.87032	1.31291	-0.476948	lidar	0.318358	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.27	2.09554	4.86823	1.28507	-0.485592	radar	0.218185	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2071	2.29434	4.82027	1.2615	-0.486004	lidar	0.796359	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1445	2.52303	4.81084	1.25064	-0.458234	radar	0.829248	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0657	2.76367	4.82914	1.22865	-0.456874	lidar	0.109294	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.971	2.98652	4.83768	1.18817	-0.496517	radar	2.85124	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8703	3.25937	4.90716	1.1656	-0.492661	lidar	1.5719	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7875	3.48835	4.90908	1.14632	-0.488471	radar	2.14737	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6814	3.69288	4.88614	1.11904	-0.491939	lidar	0.205445	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5647	3.90143	4.87798	1.0885	-0.501836	radar	1.12574	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4968	4.0869	4.82035	1.07533	-0.490927	lidar	3.81993	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3734	4.29019	4.81483	1.04647	-0.497504	radar	0.611067	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2144	4.50566	4.84263	1.01114	-0.507643	lidar	1.99489	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0638	4.7028	4.83441	0.986806	-0.493257	radar	8.94036	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9452	4.8978	4.81942	0.966742	-0.488873	lidar	0.447813	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7892	5.08922	4.82091	0.937001	-0.492753	radar	2.30409	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6219	5.29972	4.85626	0.908835	-0.495476	lidar	0.90149	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.4502	5.47779	4.86645	0.866056	-0.52907	radar	0.948358	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2636	5.65031	4.87025	0.829267	-0.539755	lidar	1.22955	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0975	5.81296	4.86107	0.793437	-0.558647	radar	3.22509	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9237	5.97402	4.85042	0.762915	-0.561699	lidar	0.0572645	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7791	6.16123	4.8172	0.770464	-0.491716	radar	4.73227	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6113	6.31753	4.80155	0.745464	-0.492667	lidar	0.110064	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4618	6.49332	4.78159	0.74185	-0.456594	radar	1.87734	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2397	6.70785	4.87719	0.721916	-0.450629	lidar	4.22982	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0442	6.85084	4.86122	0.696688	-0.446636	radar	5.56111	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8314	7.0212	4.89955	0.672579	-0.447462	lidar	1.0326	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6198	7.15606	4.90583	0.637008	-0.467588	radar	1.50584	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4343	7.30239	4.89714	0.617684	-0.46355	lidar	0.295632	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.2062	7.42703	4.93296	0.569255	-0.512084	radar	2.56572	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0252	7.58939	4.93853	0.560022	-0.49467	lidar	2.13333	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8413	7.75869	4.92828	0.566345	-0.442487	radar	5.81767	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6336	7.9016	4.93919	0.548698	-0.437444	lidar	0.096938	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4426	8.0371	4.91854	0.538755	-0.418076	radar	1.65943	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2144	8.07851	4.85957	0.487505	-0.451709	lidar	4.43049	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0225	8.23432	4.83791	0.501898	-0.385239	radar	6.50492	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8434	8.38559	4.83529	0.50181	-0.364778	lidar	3.13684	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6032	8.49538	4.87574	0.468402	-0.393146	radar	4.31853	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3558	8.62976	4.92821	0.452514	-0.388054	lidar	1.35978	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1566	8.76229	4.90004	0.459536	-0.340499	radar	1.94354	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9561	8.86538	4.87595	0.444672	-0.338636	lidar	0.604178	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7557	8.98747	4.84767	0.44905	-0.29935	radar	1.54901	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5323	9.06007	4.82852	0.422292	-0.31224	lidar	0.620609	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2932	9.16661	4.8624	0.403665	-0.320117	radar	4.38007	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0097	9.25405	4.92349	0.375968	-0.331719	lidar	5.93579	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.7921	9.33887	4.90985	0.358716	-0.334396	radar	1.67952	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5385	9.43927	4.94754	0.344503	-0.331127	lidar	0.758285	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2742	9.46887	4.97714	0.289541	-0.394334	radar	5.81995	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9871	9.59512	5.07131	0.284898	-0.376529	lidar	3.56059	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7427	9.68553	5.06409	0.283885	-0.342292	radar	2.87245	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4696	9.79317	5.12329	0.277932	-0.32915	lidar	1.36703	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.2227	9.86839	5.13013	0.263033	-0.328988	radar	0.476201	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.9523	9.99171	5.19174	0.266452	-0.306524	lidar	1.6946	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6984	10.0574	5.19594	0.250144	-0.308048	radar	0.0734735	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.45	10.166	5.21803	0.252553	-0.288616	lidar	1.40424	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.194	10.2328	5.2291	0.236412	-0.294481	radar	0.568781	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9552	10.2617	5.19349	0.211601	-0.305736	lidar	0.520349	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.7072	10.3275	5.18382	0.206095	-0.288631	radar	0.278432	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4812	10.3255	5.12213	0.173811	-0.308618	lidar	1.59047	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1892	10.3458	5.18971	0.134336	-0.353682	radar	7.91495	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9284	10.4019	5.20539	0.125389	-0.343975	lidar	0.294379	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6824	10.4404	5.15721	0.127085	-0.300449	radar	6.49881	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4358	10.4091	5.11877	0.0886187	-0.326716	lidar	2.09345	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1752	10.4352	5.12257	0.0764094	-0.318587	radar	0.590379	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8751	10.581	5.229	0.108872	-0.263306	lidar	8.07023	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6191	10.6442	5.20985	0.12313	-0.213573	radar	2.24046	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3662	10.6445	5.19153	0.1008	-0.226617	lidar	0.510554	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.103	10.6708	5.20041	0.0890493	-0.228301	radar	0.210409	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8477	10.7642	5.22103	0.105518	-0.197599	lidar	4.03425	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5829	10.816	5.22849	0.109594	-0.17592	radar	1.45814	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3441	10.7846	5.18128	0.0787752	-0.200138	lidar	1.8863	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.0859	10.8238	5.17428	0.0832203	-0.174203	radar	0.674003	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8384	10.887	5.17517	0.0911004	-0.156174	lidar	2.06926	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5623	10.9079	5.19853	0.0824172	-0.156758	radar	2.65187	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3304	10.9233	5.16165	0.0731874	-0.158357	lidar	0.847105	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0669	10.8557	5.19497	0.00415434	-0.267488	radar	9.69509	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.7781	10.827	5.22508	-0.0202175	-0.279178	lidar	2.739	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5222	10.8235	5.21762	-0.0320002	-0.275614	radar	0.169668	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2871	10.8189	5.18549	-0.0437427	-0.273715	lidar	1.01356	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0362	10.8753	5.14406	-0.00927774	-0.188343	radar	6.66841	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.777	10.9203	5.15799	1.08014e-05	-0.167613	lidar	2.0222	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.5422	10.9039	5.12014	-0.0123968	-0.169027	radar	4.05396	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.28302	10.928	5.13069	-0.00998912	-0.157127	lidar	0.662133	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.03462	10.9105	5.10985	-0.0191012	-0.15227	radar	2.69668	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.77252	10.9395	5.126	-0.0133975	-0.137791	lidar	0.973798	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.52948	10.8991	5.09946	-0.0331171	-0.149963	radar	6.48519	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.35448	10.824	4.98003	-0.0669243	-0.178469	lidar	5.80131	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.10147	10.8382	4.97751	-0.0559133	-0.14529	radar	1.47508	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.77826	10.8765	5.08738	-0.0410552	-0.120944	lidar	4.80762	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.51552	10.8779	5.08704	-0.0327248	-0.0914466	radar	2.11103	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.24317	10.8634	5.11102	-0.0389739	-0.0932486	lidar	0.522481	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.00194	10.8987	5.07676	-0.0108382	-0.0342645	radar	3.97193	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
